name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Leon,2019-12-14,Ryan,2019-04-04,Rose,2019-10-02,"['Leon', 'Ryan', 'Rose']",Leon donated blood on the 14th of December. Ryan donated blood on the 4th of April. Rose donated blood on the 2nd of October. The only person that donated blood in a warm month is,2019-10-02,warm,1,Rose
Maria,2019-08-18,Steve,2019-08-16,Josh,2019-12-22,"['Maria', 'Steve', 'Josh']",Maria got a birthday gift on the 18th of August. Steve got a birthday gift on the 16th of August. Josh got a birthday gift on the 22nd of December. The only person that got a birthday gift in a cold month is,2019-12-22,cold,0,Josh
Blake,2019-11-27,Peter,2019-06-27,Matt,2019-02-10,"['Blake', 'Peter', 'Matt']",Blake donated clothes on the 27th of November. Peter donated clothes on the 27th of June. Matt donated clothes on the 10th of February. The only person that donated clothes in a warm month is,2019-06-27,warm,1,Peter
Jerry,2019-08-03,Rose,2019-10-03,Dean,2019-03-31,"['Jerry', 'Rose', 'Dean']",Jerry visited a new country on the 3rd of August. Rose visited a new country on the 3rd of October. Dean visited a new country on the 31st of March. The only person that visited a new country in a cold month is,2019-03-31,cold,0,Dean
Walker,2019-06-15,John,2019-08-09,Leon,2019-03-30,"['Walker', 'John', 'Leon']",Walker won a prize on the 15th of June. John won a prize on the 9th of August. Leon won a prize on the 30th of March. The only person that won a prize in a cold month is,2019-03-30,cold,0,Leon
Richard,2019-09-16,Fred,2019-11-24,Blake,2019-06-15,"['Richard', 'Fred', 'Blake']",Richard repotted the plants on the 16th of September. Fred repotted the plants on the 24th of November. Blake repotted the plants on the 15th of June. The only person that repotted the plants in a cold month is,2019-11-24,cold,0,Fred
Bob,2019-12-24,Scott,2019-05-20,Marco,2019-03-24,"['Bob', 'Scott', 'Marco']",Bob arrived in the US on the 24th of December. Scott arrived in the US on the 20th of May. Marco arrived in the US on the 24th of March. The only person that arrived in the US in a warm month is,2019-05-20,warm,1,Scott
Bob,2019-04-04,Brandon,2019-05-27,Rose,2019-11-13,"['Bob', 'Brandon', 'Rose']",Bob moved to a new city on the 4th of April. Brandon moved to a new city on the 27th of May. Rose moved to a new city on the 13th of November. The only person that moved to a new city in a warm month is,2019-05-27,warm,1,Brandon
Hunter,2019-12-12,Rachel,2019-09-02,Jason,2019-09-12,"['Hunter', 'Rachel', 'Jason']",Hunter donated toys on the 12th of December. Rachel donated toys on the 2nd of September. Jason donated toys on the 12th of September. The only person that donated toys in a cold month is,2019-12-12,cold,0,Hunter
Hope,2019-02-05,Tyler,2019-06-23,Marco,2019-06-03,"['Hope', 'Tyler', 'Marco']",Hope washed the dog on the 5th of February. Tyler washed the dog on the 23rd of June. Marco washed the dog on the 3rd of June. The only person that washed the dog in a cold month is,2019-02-05,cold,0,Hope
Dean,2019-04-02,Aaron,2019-09-11,George,2019-12-01,"['Dean', 'Aaron', 'George']",Dean ran a marathon on the 2nd of April. Aaron ran a marathon on the 11th of September. George ran a marathon on the 1st of December. The only person that ran a marathon in a warm month is,2019-09-11,warm,1,Aaron
Ryan,2019-04-04,Alex,2019-01-11,Jerry,2019-10-11,"['Ryan', 'Alex', 'Jerry']",Ryan got a raise on the 4th of April. Alex got a raise on the 11th of January. Jerry got a raise on the 11th of October. The only person that got a raise in a warm month is,2019-10-11,warm,1,Jerry
Alex,2019-05-24,Ian,2019-01-07,George,2019-06-19,"['Alex', 'Ian', 'George']",Alex played beer pong on the 24th of May. Ian played beer pong on the 7th of January. George played beer pong on the 19th of June. The only person that played beer pong in a cold month is,2019-01-07,cold,0,Ian
Michael,2019-01-22,Robert,2019-09-21,Richard,2019-06-25,"['Michael', 'Robert', 'Richard']",Michael took an exam on the 22nd of January. Robert took an exam on the 21st of September. Richard took an exam on the 25th of June. The only person that took an exam in a cold month is,2019-01-22,cold,0,Michael
William,2019-11-19,Blake,2019-07-21,Richard,2019-08-02,"['William', 'Blake', 'Richard']",William renovated the kitchen on the 19th of November. Blake renovated the kitchen on the 21st of July. Richard renovated the kitchen on the 2nd of August. The only person that renovated the kitchen in a cold month is,2019-11-19,cold,0,William
Jack,2019-07-10,Matt,2019-03-21,George,2019-11-23,"['Jack', 'Matt', 'George']",Jack arrived in the US on the 10th of July. Matt arrived in the US on the 21st of March. George arrived in the US on the 23rd of November. The only person that arrived in the US in a warm month is,2019-07-10,warm,1,Jack
Jack,2019-08-28,Leon,2019-06-13,Alice,2019-11-07,"['Jack', 'Leon', 'Alice']",Jack ironed the clothes on the 28th of August. Leon ironed the clothes on the 13th of June. Alice ironed the clothes on the 7th of November. The only person that ironed the clothes in a cold month is,2019-11-07,cold,0,Alice
April,2019-07-22,Hunter,2019-11-27,Neil,2019-05-01,"['April', 'Hunter', 'Neil']",April went to the gym on the 22nd of July. Hunter went to the gym on the 27th of November. Neil went to the gym on the 1st of May. The only person that went to the gym in a cold month is,2019-11-27,cold,0,Hunter
Fred,2019-04-29,Ryan,2019-06-11,Ian,2019-09-02,"['Fred', 'Ryan', 'Ian']",Fred went to a French restaurant on the 29th of April. Ryan went to a French restaurant on the 11th of June. Ian went to a French restaurant on the 2nd of September. The only person that went to a French restaurant in a cold month is,2019-04-29,cold,0,Fred
Neil,2019-03-30,Martin,2019-08-12,Hope,2019-09-25,"['Neil', 'Martin', 'Hope']",Neil received a promotion on the 30th of March. Martin received a promotion on the 12th of August. Hope received a promotion on the 25th of September. The only person that received a promotion in a cold month is,2019-03-30,cold,0,Neil
Peter,2019-02-23,Marco,2019-06-08,Henry,2019-05-14,"['Peter', 'Marco', 'Henry']",Peter arrived in Spain on the 23rd of February. Marco arrived in Spain on the 8th of June. Henry arrived in Spain on the 14th of May. The only person that arrived in Spain in a cold month is,2019-02-23,cold,0,Peter
Aaron,2019-07-14,Connor,2019-04-05,Kevin,2019-12-26,"['Aaron', 'Connor', 'Kevin']",Aaron went to the museum on the 14th of July. Connor went to the museum on the 5th of April. Kevin went to the museum on the 26th of December. The only person that went to the museum in a warm month is,2019-07-14,warm,1,Aaron
Hope,2019-04-02,Blake,2019-03-30,Bob,2019-08-05,"['Hope', 'Blake', 'Bob']",Hope got a haircut on the 2nd of April. Blake got a haircut on the 30th of March. Bob got a haircut on the 5th of August. The only person that got a haircut in a warm month is,2019-08-05,warm,1,Bob
Hunter,2019-12-12,Frank,2019-06-18,Jason,2019-04-02,"['Hunter', 'Frank', 'Jason']",Hunter renovated the bathroom on the 12th of December. Frank renovated the bathroom on the 18th of June. Jason renovated the bathroom on the 2nd of April. The only person that renovated the bathroom in a warm month is,2019-06-18,warm,1,Frank
Jerry,2019-10-07,Dean,2019-11-08,Max,2019-03-19,"['Jerry', 'Dean', 'Max']",Jerry compiled the spreadsheet on the 7th of October. Dean compiled the spreadsheet on the 8th of November. Max compiled the spreadsheet on the 19th of March. The only person that compiled the spreadsheet in a warm month is,2019-10-07,warm,1,Jerry
Peter,2019-01-06,Alice,2019-07-11,Rachel,2019-12-14,"['Peter', 'Alice', 'Rachel']",Peter sent a package on the 6th of January. Alice sent a package on the 11th of July. Rachel sent a package on the 14th of December. The only person that sent a package in a warm month is,2019-07-11,warm,1,Alice
Richard,2019-04-29,Martin,2019-10-04,Jerry,2019-09-26,"['Richard', 'Martin', 'Jerry']",Richard went to the museum on the 29th of April. Martin went to the museum on the 4th of October. Jerry went to the museum on the 26th of September. The only person that went to the museum in a cold month is,2019-04-29,cold,0,Richard
Max,2019-02-28,George,2019-10-28,Charlie,2019-02-21,"['Max', 'George', 'Charlie']",Max received a letter on the 28th of February. George received a letter on the 28th of October. Charlie received a letter on the 21st of February. The only person that received a letter in a warm month is,2019-10-28,warm,1,George
Hope,2019-11-22,Michael,2019-05-08,Rachel,2019-08-18,"['Hope', 'Michael', 'Rachel']",Hope washed the dog on the 22nd of November. Michael washed the dog on the 8th of May. Rachel washed the dog on the 18th of August. The only person that washed the dog in a cold month is,2019-11-22,cold,0,Hope
Michael,2019-05-18,Marco,2019-03-24,Hope,2019-03-18,"['Michael', 'Marco', 'Hope']",Michael took a ferry on the 18th of May. Marco took a ferry on the 24th of March. Hope took a ferry on the 18th of March. The only person that took a ferry in a warm month is,2019-05-18,warm,1,Michael
Neil,2019-10-21,Aaron,2019-07-26,Scott,2019-12-20,"['Neil', 'Aaron', 'Scott']",Neil mowed the lawn on the 21st of October. Aaron mowed the lawn on the 26th of July. Scott mowed the lawn on the 20th of December. The only person that mowed the lawn in a cold month is,2019-12-20,cold,0,Scott
Alice,2019-11-20,Joy,2019-01-12,Leon,2019-05-17,"['Alice', 'Joy', 'Leon']",Alice went to a Thai restaurant on the 20th of November. Joy went to a Thai restaurant on the 12th of January. Leon went to a Thai restaurant on the 17th of May. The only person that went to a Thai restaurant in a warm month is,2019-05-17,warm,1,Leon
Marco,2019-09-04,Alice,2019-10-29,William,2019-04-24,"['Marco', 'Alice', 'William']",Marco ironed the clothes on the 4th of September. Alice ironed the clothes on the 29th of October. William ironed the clothes on the 24th of April. The only person that ironed the clothes in a cold month is,2019-04-24,cold,0,William
Bob,2019-11-07,Richard,2019-12-20,Jerry,2019-08-03,"['Bob', 'Richard', 'Jerry']",Bob cooked cheesecake on the 7th of November. Richard cooked cheesecake on the 20th of December. Jerry cooked cheesecake on the 3rd of August. The only person that cooked cheesecake in a warm month is,2019-08-03,warm,1,Jerry
Andrew,2019-02-11,Maria,2019-02-12,April,2019-08-21,"['Andrew', 'Maria', 'April']",Andrew played beer pong on the 11th of February. Maria played beer pong on the 12th of February. April played beer pong on the 21st of August. The only person that played beer pong in a warm month is,2019-08-21,warm,1,April
Grant,2019-05-12,Walker,2019-07-24,Maria,2019-02-12,"['Grant', 'Walker', 'Maria']",Grant received a letter on the 12th of May. Walker received a letter on the 24th of July. Maria received a letter on the 12th of February. The only person that received a letter in a cold month is,2019-02-12,cold,0,Maria
Andrew,2019-04-23,John,2019-11-24,Alex,2019-08-11,"['Andrew', 'John', 'Alex']",Andrew went to the museum on the 23rd of April. John went to the museum on the 24th of November. Alex went to the museum on the 11th of August. The only person that went to the museum in a warm month is,2019-08-11,warm,1,Alex
Frank,2019-03-05,Brandon,2019-09-10,Scott,2019-10-05,"['Frank', 'Brandon', 'Scott']",Frank cleaned the basement on the 5th of March. Brandon cleaned the basement on the 10th of September. Scott cleaned the basement on the 5th of October. The only person that cleaned the basement in a cold month is,2019-03-05,cold,0,Frank
Neil,2019-02-05,Frank,2019-07-29,Grant,2019-02-26,"['Neil', 'Frank', 'Grant']",Neil harvested a garden on the 5th of February. Frank harvested a garden on the 29th of July. Grant harvested a garden on the 26th of February. The only person that harvested a garden in a warm month is,2019-07-29,warm,1,Frank
Michael,2019-08-12,Frank,2019-12-14,George,2019-09-26,"['Michael', 'Frank', 'George']",Michael got a manicure on the 12th of August. Frank got a manicure on the 14th of December. George got a manicure on the 26th of September. The only person that got a manicure in a cold month is,2019-12-14,cold,0,Frank
Tyler,2019-04-01,Fred,2019-05-08,Jerry,2019-02-01,"['Tyler', 'Fred', 'Jerry']",Tyler threw a party on the 1st of April. Fred threw a party on the 8th of May. Jerry threw a party on the 1st of February. The only person that threw a party in a warm month is,2019-05-08,warm,1,Fred
Grant,2019-11-02,Blake,2019-05-19,Marco,2019-04-24,"['Grant', 'Blake', 'Marco']",Grant visited a new country on the 2nd of November. Blake visited a new country on the 19th of May. Marco visited a new country on the 24th of April. The only person that visited a new country in a warm month is,2019-05-19,warm,1,Blake
Kyle,2019-01-21,Rachel,2019-06-07,Tyler,2019-07-05,"['Kyle', 'Rachel', 'Tyler']",Kyle alphabetized the bookshelf on the 21st of January. Rachel alphabetized the bookshelf on the 7th of June. Tyler alphabetized the bookshelf on the 5th of July. The only person that alphabetized the bookshelf in a cold month is,2019-01-21,cold,0,Kyle
Grant,2019-08-18,Emily,2019-10-21,George,2019-12-07,"['Grant', 'Emily', 'George']",Grant painted a portrait on the 18th of August. Emily painted a portrait on the 21st of October. George painted a portrait on the 7th of December. The only person that painted a portrait in a cold month is,2019-12-07,cold,0,George
William,2019-10-25,Josh,2019-05-12,Jack,2019-03-06,"['William', 'Josh', 'Jack']",William watered the plants on the 25th of October. Josh watered the plants on the 12th of May. Jack watered the plants on the 6th of March. The only person that watered the plants in a cold month is,2019-03-06,cold,0,Jack
Laura,2019-03-21,Emily,2019-04-25,Maria,2019-05-28,"['Laura', 'Emily', 'Maria']",Laura repaired the bike on the 21st of March. Emily repaired the bike on the 25th of April. Maria repaired the bike on the 28th of May. The only person that repaired the bike in a warm month is,2019-05-28,warm,1,Maria
Jack,2019-12-05,Grant,2019-02-26,Frank,2019-07-29,"['Jack', 'Grant', 'Frank']",Jack played chess on the 5th of December. Grant played chess on the 26th of February. Frank played chess on the 29th of July. The only person that played chess in a warm month is,2019-07-29,warm,1,Frank
